pro:String	accPEP:Double	conf:Double	label:Int	fdr:Double	qval:Double
sp|O43175|SERA_HUMAN	4.6168189352872354E-86	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43237|DC1L2_HUMAN	5.745464068771737E-31	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43242|PSMD3_HUMAN	3.9621654225787674E-40	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43290|SNUT1_HUMAN	2.9012039175231524E-50	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43390|HNRPR_HUMAN	2.743681711068002E-51	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43396|TXNL1_HUMAN	2.626770461088082E-46	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43399|TPD54_HUMAN	2.678684175963056E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43592|XPOT_HUMAN	1.049465022050626E-71	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43615|TIM44_HUMAN	7.16939500875044E-36	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43660|PLRG1_HUMAN	1.9456300352130884E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43681|ASNA_HUMAN	9.59639269392447E-34	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43684|BUB3_HUMAN	9.378449628945408E-34	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43707|ACTN4_HUMAN	4.367655783502881E-95	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43747|AP1G1_HUMAN	5.962936311251806E-46	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43776|SYNC_HUMAN	4.0063230454612575E-49	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43823|AKAP8_HUMAN	1.4884841207801081E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43837|IDH3B_HUMAN	8.980057555391695E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43847|NRDC_HUMAN	3.533772556983113E-36	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O43852|CALU_HUMAN	9.744075475147795E-49	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60216|RAD21_HUMAN	1.5526351713810943E-49	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60264|SMCA5_HUMAN	1.2105250300706766E-47	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60271|JIP4_HUMAN	1.478932316626652E-40	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60313|OPA1_HUMAN	5.071110320461987E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60488|ACSL4_HUMAN	3.152212433204115E-51	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60502|OGA_HUMAN	4.133776552776224E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60506|HNRPQ_HUMAN	4.792684416352896E-53	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60568|PLOD3_HUMAN	2.2400387471373623E-46	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60610|DIAP1_HUMAN	5.0867460989001253E-36	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60664|PLIN3_HUMAN	5.9247943425603615E-67	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60701|UGDH_HUMAN	1.6693661952695764E-51	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60716|CTND1_HUMAN	2.2715634600024582E-41	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60763|USO1_HUMAN	4.2779011344170556E-51	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60832|DKC1_HUMAN	3.715923898076218E-36	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60841|IF2P_HUMAN	8.742419123875648E-85	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60884|DNJA2_HUMAN	1.0606370593283653E-38	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O60934|NBN_HUMAN	1.825658642006712E-30	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75083|WDR1_HUMAN	7.583036260902652E-56	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75116|ROCK2_HUMAN	6.017118260896165E-31	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75131|CPNE3_HUMAN	2.2989337023153005E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75153|CLU_HUMAN	6.620117840754523E-71	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75367|H2AY_HUMAN	4.183825629921532E-37	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75369|FLNB_HUMAN	0.0	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75439|MPPB_HUMAN	6.306746161399567E-32	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75521|ECI2_HUMAN	6.456784475035294E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75533|SF3B1_HUMAN	5.535388391585396E-116	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75534|CSDE1_HUMAN	2.517063345845744E-55	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75607|NPM3_HUMAN	3.805926511694812E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75643|U520_HUMAN	5.342985170398853E-162	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75691|UTP20_HUMAN	1.2975849465860226E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75694|NU155_HUMAN	5.0465937888512334E-67	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75717|WDHD1_HUMAN	4.246771452891559E-30	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75821|EIF3G_HUMAN	2.258012840557423E-34	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75822|EIF3J_HUMAN	1.140068041062352E-36	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75874|IDHC_HUMAN	9.56938425372753E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O75955|FLOT1_HUMAN	4.126380251821706E-38	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O76021|RL1D1_HUMAN	5.24801724913138E-32	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O76094|SRP72_HUMAN	3.286314335234803E-38	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O94776|MTA2_HUMAN	1.010746104895514E-43	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O94826|TOM70_HUMAN	4.1748755894850875E-48	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O94874|UFL1_HUMAN	4.7593886803321894E-36	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O94906|PRP6_HUMAN	1.5257440724165254E-47	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O94979|SC31A_HUMAN	5.279210935708627E-36	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95163|ELP1_HUMAN	7.72736765707891E-53	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95202|LETM1_HUMAN	2.194568689763847E-45	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95336|6PGL_HUMAN	1.698759433981172E-30	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95347|SMC2_HUMAN	1.103217920038009E-38	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95373|IPO7_HUMAN	8.084823953004294E-72	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95394|AGM1_HUMAN	8.249625053264206E-31	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95433|AHSA1_HUMAN	2.974302362936794E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95747|OXSR1_HUMAN	1.2772034137913856E-32	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95757|HS74L_HUMAN	1.5463940748550022E-46	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95782|AP2A1_HUMAN	1.342365707487904E-69	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95817|BAG3_HUMAN	6.909175141315137E-32	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O95831|AIFM1_HUMAN	9.747343168419654E-53	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|O96019|ACL6A_HUMAN	8.634008289197593E-41	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P00338|LDHA_HUMAN	1.4289667423876831E-47	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P00387|NB5R3_HUMAN	5.207244394502E-39	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P00390|GSHR_HUMAN	1.6946842431867672E-44	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P00491|PNPH_HUMAN	5.079935470730406E-60	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P00492|HPRT_HUMAN	8.700198301478E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P00505|AATM_HUMAN	2.2177292179365116E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P00533|EGFR_HUMAN	8.075076047285621E-58	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P00558|PGK1_HUMAN	7.036549256712017E-76	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P00966|ASSY_HUMAN	1.2492297824843957E-58	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P02545|LMNA_HUMAN	5.147570057531073E-97	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P02786|TFR1_HUMAN	1.5713264709968405E-98	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P04083|ANXA1_HUMAN	2.301068954786302E-63	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P04406|G3P_HUMAN	1.247678278959717E-68	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P04632|CPNS1_HUMAN	3.734236860919804E-37	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P04843|RPN1_HUMAN	3.5192262487278063E-56	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P04844|RPN2_HUMAN	7.351841606969154E-64	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P04899|GNAI2_HUMAN	1.9388503070463239E-41	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P05023|AT1A1_HUMAN	2.9999029414007723E-63	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P05198|IF2A_HUMAN	5.0255521154070315E-58	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P05455|LA_HUMAN	3.4894907578692247E-46	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P05556|ITB1_HUMAN	7.951622739507404E-58	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P05783|K1C18_HUMAN	2.7347720101491893E-57	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P05787|K2C8_HUMAN	2.884857921470979E-89	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P06396|GELS_HUMAN	2.1677458693204982E-42	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P06576|ATPB_HUMAN	3.351587174820704E-97	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P06733|ENOA_HUMAN	4.6710719165249747E-66	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P06737|PYGL_HUMAN	6.998698052057476E-56	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P06744|G6PI_HUMAN	2.9391817503835617E-59	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P06748|NPM_HUMAN	5.958316085584047E-41	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P07195|LDHB_HUMAN	1.2414423623918027E-47	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P07203|GPX1_HUMAN	4.7005015465326693E-32	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P07237|PDIA1_HUMAN	5.570902059574509E-81	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P07384|CAN1_HUMAN	2.729732282773511E-39	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P07814|SYEP_HUMAN	1.9982412459966864E-168	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P07900|HS90A_HUMAN	9.966631016392826E-80	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P07954|FUMH_HUMAN	1.2569102154589396E-56	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P07996|TSP1_HUMAN	4.755337925515112E-44	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08133|ANXA6_HUMAN	3.485193372742256E-55	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08195|4F2_HUMAN	6.594013576069358E-71	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08237|PFKAM_HUMAN	4.916698302210657E-57	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08238|HS90B_HUMAN	3.4006361570834575E-52	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08240|SRPRA_HUMAN	1.5331957900024394E-45	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08243|ASNS_HUMAN	9.711830850092454E-73	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08621|RU17_HUMAN	7.631980964750605E-32	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08670|VIME_HUMAN	1.6395184083440174E-68	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08727|K1C19_HUMAN	3.5219159263777195E-46	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08729|K2C7_HUMAN	9.415621707192083E-56	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P08865|RSSA_HUMAN	7.055963036047417E-45	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P09525|ANXA4_HUMAN	3.9757590318038164E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P09661|RU2A_HUMAN	6.34616619710324E-38	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P09874|PARP1_HUMAN	2.867687726097586E-89	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P09884|DPOLA_HUMAN	1.0906135876139009E-34	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P09960|LKHA4_HUMAN	1.1870176138349556E-63	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P0DMV9|HS71B_HUMAN	6.057685134976826E-49	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P0DN79|CBSL_HUMAN	7.598944261503132E-32	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P10768|ESTD_HUMAN	6.497487504317546E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P10809|CH60_HUMAN	3.703004148752744E-122	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11021|GRP78_HUMAN	9.281107066264991E-97	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11142|HSP7C_HUMAN	2.0999905323895806E-70	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11172|UMPS_HUMAN	1.0547222087056964E-36	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11177|ODPB_HUMAN	4.652061506838968E-49	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11310|ACADM_HUMAN	1.898519337142832E-29	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11387|TOP1_HUMAN	1.0490326836869611E-50	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11388|TOP2A_HUMAN	6.10443977774509E-96	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11413|G6PD_HUMAN	3.7003634458838852E-65	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11498|PYC_HUMAN	3.632124785914575E-57	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11586|C1TC_HUMAN	1.1552911937176035E-109	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P11717|MPRI_HUMAN	1.0278065323432751E-46	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P12004|PCNA_HUMAN	3.4825616050718514E-45	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P12081|SYHC_HUMAN	1.4302005113512242E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P12268|IMDH2_HUMAN	1.6435675221342431E-74	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P12270|TPR_HUMAN	1.1337119881412495E-142	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P12277|KCRB_HUMAN	2.1109771627956422E-38	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P12429|ANXA3_HUMAN	1.697546132460823E-31	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P12814|ACTN1_HUMAN	3.3770466975906926E-91	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P12956|XRCC6_HUMAN	3.821356822249002E-70	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P13010|XRCC5_HUMAN	5.157058693847433E-74	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P13489|RINI_HUMAN	1.1516441761804766E-61	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P13639|EF2_HUMAN	1.297161598954523E-137	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P13667|PDIA4_HUMAN	1.1545555771151207E-90	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P13797|PLST_HUMAN	3.472462129678117E-71	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P13798|ACPH_HUMAN	1.800450684437151E-49	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P13804|ETFA_HUMAN	1.4298482007631498E-55	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P13807|GYS1_HUMAN	7.073721311896074E-37	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P13861|KAP2_HUMAN	2.8382268906234936E-52	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P14314|GLU2B_HUMAN	7.028073671977513E-54	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P14550|AK1A1_HUMAN	5.344886253997203E-30	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P14618|KPYM_HUMAN	2.2426254639230583E-108	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P14625|ENPL_HUMAN	4.665813598275642E-99	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P14735|IDE_HUMAN	2.8007496315808225E-32	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P14866|HNRPL_HUMAN	9.569744631873818E-66	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P14868|SYDC_HUMAN	6.728775920215432E-60	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P14923|PLAK_HUMAN	8.507758625281606E-32	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P15311|EZRI_HUMAN	1.0305403518237563E-36	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P15880|RS2_HUMAN	7.560343316321647E-33	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P15924|DESP_HUMAN	1.066382198117375E-76	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P16144|ITB4_HUMAN	8.212093017624793E-34	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P16152|CBR1_HUMAN	9.831718995130734E-38	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P16435|NCPR_HUMAN	2.255283675205731E-43	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P16615|AT2A2_HUMAN	2.5448673475732385E-52	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P17174|AATC_HUMAN	1.0386779331393133E-49	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P17301|ITA2_HUMAN	7.558202010662775E-68	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P17480|UBF1_HUMAN	1.5069242126137926E-29	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P17655|CAN2_HUMAN	3.891439571240869E-77	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P17812|PYRG1_HUMAN	9.141066220783173E-54	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P17844|DDX5_HUMAN	1.3820082467461407E-46	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P17858|PFKAL_HUMAN	1.6609266984040582E-45	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P17980|PRS6A_HUMAN	9.420759721099538E-64	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P17987|TCPA_HUMAN	6.164305108153808E-82	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P18031|PTN1_HUMAN	1.1256326850054358E-31	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P18206|VINC_HUMAN	1.1059139340446208E-137	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P18583|SON_HUMAN	1.2606398583330602E-50	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P18754|RCC1_HUMAN	1.9717907398130676E-53	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P18858|DNLI1_HUMAN	2.7128442605920936E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P19338|NUCL_HUMAN	3.137009015491522E-42	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P19623|SPEE_HUMAN	2.4037380695635652E-39	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P20042|IF2B_HUMAN	4.236413705171957E-53	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P20073|ANXA7_HUMAN	2.6519048787690667E-34	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P20700|LMNB1_HUMAN	3.015865828406398E-72	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P20810|ICAL_HUMAN	1.455973816199872E-82	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P21281|VATB2_HUMAN	7.061677668083038E-35	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P21333|FLNA_HUMAN	0.0	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P21399|ACOC_HUMAN	8.558409571770279E-51	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P21796|VDAC1_HUMAN	4.491235817203003E-55	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P21980|TGM2_HUMAN	4.8495171705649706E-45	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P22102|PUR2_HUMAN	3.278514982488479E-132	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P22234|PUR6_HUMAN	3.570814404673487E-58	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P22307|NLTP_HUMAN	6.132659991191339E-31	140.0	1	0.001148105625717566	3.4674063800277393E-4
sp|P22314|UBA1_HUMAN	3.3359790894390013E-168	140.0	1	0.001148105625717566	3.4674063800277393E-4
